country,location_name,dedication,contract_type,satisfaction_with_income,looking_for_job,job_title,years_of_experience,seniority_in_company,time_in_position,work_modality,state,career,university,age,gender_identity,seniority,annual_base_pay
Argentina,Córdoba,Full-Time,Contract,2,"No, but I am open to offers.",Data Engineer,2.0,1.0,1.0,100% remoto,In progress,Tecnicatura Superior en Sistemas Informáticos,,25,Female,Junior,5712.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,4.0,2.0,2.0,100% remoto,Completed,"sociología completa, ingeniería electrónica incompleta",UTN - Universidad Tecnológica Nacional,37,Male,Semi-Senior,19152.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Developer,0.0,0.0,0.0,100% remoto,In progress,Licenciatura en Sistemas,UNLA - Universidad Nacional de Lanús,23,Male,Junior,6451.200000000001
Argentina,La Rioja,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,6.0,0.0,0.0,100% remoto,Completed,Ingeniería en Sistemas de Información,UNLaR - Universidad Nacional De La Rioja,25,Male,Senior,7728.0
Argentina,Mendoza,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Architect,8.0,0.0,0.0,100% remoto,Completed,Especialista en Inteligencia de Datos Orientada a Big Data,UNLP - Universidad Nacional de La Plata,46,Male,Senior,15120.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Technical Leader,6.0,5.0,1.0,Hybrid (in-person and remote),In progress,Licenciatura en Sistemas de Información,UADE - Universidad Argentina De la Empresa,27,Male,Senior,14784.0
Argentina,Córdoba,Full-Time,Staff (permanent),4,"No, but I am open to offers.",Developer,3.0,0.0,0.0,100% remoto,,,,28,Male,Semi-Senior,16800.0
Argentina,Chaco,Part-Time,Freelance,2,"Yes, I am actively looking.",Developer,0.0,0.0,0.0,100% remoto,Incomplete,Lic. en Ciencia Política y de Gobierno,UCES - Universidad de Ciencias Empresariales y Sociales,34,Male,Junior,2520.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",SysAdmin / DevOps / SRE,8.0,0.0,0.0,Hybrid (in-person and remote),In progress,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,28,Agénero,Senior,23889.6
Argentina,Buenos Aires,Full-Time,Remote (foreign company),3,"No, but I am open to offers.",Major Incident and Problem Manager,11.0,0.0,2.0,100% remoto,Completed,Tecnicatura en Programación,,31,Male,Senior,27552.0
Argentina,Buenos Aires City,Full-Time,Contract,3,"No, but I am open to offers.",Servicio técnico,18.0,9.0,8.0,Hybrid (in-person and remote),,,,33,Male,Senior,7746.5808
Argentina,Mendoza,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",Networking,10.0,2.0,2.0,Hybrid (in-person and remote),,,,44,Prefiero no decir,Senior,8736.0
Argentina,Córdoba,Full-Time,Staff (permanent),3,"Yes, I am actively looking.",Project Manager,10.0,0.0,0.0,100% remoto,Incomplete,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,41,Male,Senior,31637.760000000002
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",Consultant,10.0,2.0,2.0,Hybrid (in-person and remote),,,,36,Male,Senior,30240.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,4.0,1.0,1.0,100% remoto,,,,30,Male,Semi-Senior,19488.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Technical Leader,6.0,4.0,2.0,Hybrid (in-person and remote),,,,35,Male,Senior,26376.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",Developer,3.0,2.0,2.0,Hybrid (in-person and remote),Completed,Ingeniería en Informática,,33,Male,Semi-Senior,10248.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",SysAdmin / DevOps / SRE,1.0,0.0,1.0,100% remoto,In progress,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,29,Male,Junior,4368.0
Argentina,Santa Fe,Full-Time,Staff (permanent),4,"No, but I am open to offers.",Developer,0.0,0.0,0.0,100% remoto,Completed,Licenciatura en Ciencias de la Computación,UNR - Universidad Nacional de Rosario,20,Male,Junior,6720.0
Argentina,Córdoba,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,4.0,0.0,3.0,100% remoto,,,,25,Prefiero no decir,Semi-Senior,15456.0
Argentina,Buenos Aires City,Full-Time,Contract,2,"No, but I am open to offers.",BI Analyst / Data Analyst,3.0,3.0,3.0,Hybrid (in-person and remote),,,,32,Queer,Semi-Senior,7056.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, I am very satisfied.",Developer,3.0,0.0,3.0,100% remoto,,,,30,Perro guau gau!!,Semi-Senior,7056.0
Argentina,Buenos Aires City,Full-Time,Contract,3,"No, but I am open to offers.",SysAdmin / DevOps / SRE,11.0,1.5,1.5,100% remoto,Completed,Analista de Sistemas,UNNOBA - Universidad Nacional del Noroeste de la Provincia de Buenos Aires,39,Male,Senior,11732.565263999999
Argentina,Buenos Aires,Full-Time,Staff (permanent),1,"No, but I am open to offers.",QA / Tester,1.0,2.0,1.0,100% remoto,,,,35,Prefiero no decir,Junior,6048.0
Argentina,Río Negro,Full-Time,Staff (permanent),3,"No, but I am open to offers.",SysAdmin / DevOps / SRE,12.0,2.0,2.0,100% remoto,In progress,Lic en Agroecologia,,36,Male,Senior,21235.199999999997
Argentina,Córdoba,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Data Scientist,5.0,1.0,1.0,100% remoto,,,,28,Prefiero no decir,Semi-Senior,17472.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",SysAdmin / DevOps / SRE,20.0,3.0,3.0,100% presencial,Completed,Tecnicatura Electrónica,,39,Hombre,Senior,9542.400000000001
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, but I am open to offers.",DevOps,5.0,3.0,3.0,100% remoto,,,,46,Male,Semi-Senior,30912.0
Argentina,Buenos Aires City,Part-Time,Staff (permanent),2,"No, but I am open to offers.",Data Engineer,1.0,1.0,1.0,100% remoto,,,,23,Male,Junior,8736.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"Yes, I am actively looking.",Networking,30.0,12.0,12.0,Hybrid (in-person and remote),In progress,Licenciatura en Seguridad Informatica,Universidad Siglo 21,47,Male,Senior,16094.400000000001
Argentina,Córdoba,Full-Time,Contract,2,"No, but I am open to offers.",Developer,1.0,1.0,1.0,100% remoto,,,,32,Male,Junior,6384.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"Yes, I am actively looking.",Analista de seg. Informatica,4.0,4.0,4.0,Hybrid (in-person and remote),,,,22,Male,Semi-Senior,11760.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, I am very satisfied.",QA / Tester,0.0,0.0,0.0,100% remoto,Incomplete,Analista de Sistemas,UNLA - Universidad Nacional de Lanús,38,Prefiero no decir,Junior,5040.0
Argentina,Buenos Aires City,Part-Time,Staff (permanent),4,"No, I am very satisfied.",Developer,0.0,0.0,0.0,100% remoto,In progress,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,22,Male,Junior,2721.6000000000004
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,0.0,0.0,0.0,100% remoto,In progress,Licenciatura en Informática,,25,Male,Junior,4969.4400000000005
Argentina,Córdoba,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,8.0,4.0,2.0,Hybrid (in-person and remote),,,,33,Male,Senior,9828.0
Argentina,Buenos Aires City,Full-Time,Contract,3,"No, but I am open to offers.",Developer,2.0,2.0,0.0,100% remoto,In progress,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,34,Female,Junior,8470.56
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Technical Leader,10.0,4.0,3.0,100% presencial,,,,30,Male,Senior,33600.0
Argentina,Córdoba,Full-Time,Staff (permanent),4,"No, but I am open to offers.",SysAdmin / DevOps / SRE,1.0,1.0,1.0,Hybrid (in-person and remote),Completed,Ingeniería en Telecomunicaciones,UNRC - Universidad Nacional de Río Cuarto,30,Male,Junior,11188.8
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Developer,10.0,0.0,0.0,Hybrid (in-person and remote),,,,35,Male,Senior,23520.0
Argentina,Santa Fe,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,2.0,2.0,1.0,100% remoto,,,,24,Male,Junior,12096.0
Argentina,Santa Fe,Full-Time,Staff (permanent),4,"No, I am very satisfied.",Developer,1.0,1.0,1.0,Hybrid (in-person and remote),In progress,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,24,Male,Junior,10516.8
Argentina,Buenos Aires,Full-Time,Staff (permanent),1,"No, but I am open to offers.",Developer,1.0,2.0,0.0,100% remoto,Completed,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,33,Female,Junior,5452.473599999999
Argentina,Córdoba,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Product owner,5.0,15.0,5.0,Hybrid (in-person and remote),Completed,Contador Público,UNC - Universidad Nacional de Córdoba,37,Prefiero no decir,Semi-Senior,6720.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, I am very satisfied.",BI Analyst / Data Analyst,0.0,1.0,0.0,100% remoto,In progress,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,27,Male,Junior,9408.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,4.0,1.0,0.0,100% remoto,Incomplete,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,22,Male,Semi-Senior,13272.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",HelpDesk,5.0,2.0,2.0,Hybrid (in-person and remote),Incomplete,Analista de Sistemas,ISSD - Instituto Superior Santo Domingo,30,Male,Semi-Senior,15456.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, I am very satisfied.",Machine learning engineer,11.0,2.0,2.0,Hybrid (in-person and remote),Completed,Ingeniería en Sistemas de Información,UCAECE - Centro de Altos Estudios en Ciencias Exactas,32,Male,Senior,24225.6
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,4.0,0.0,0.0,100% remoto,Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,32,Female,Semi-Senior,12835.199999999999
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"No, but I am open to offers.",Auditoria,5.0,10.0,5.0,Hybrid (in-person and remote),Completed,Licenciatura en Economía,UBA - Universidad de Buenos Aires,45,Female,Semi-Senior,9408.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",HelpDesk,5.0,1.0,1.0,Hybrid (in-person and remote),In progress,Diseño Multimedial,UNQ - Universidad Nacional de Quilmes,27,Male,Semi-Senior,5107.200000000001
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"Yes, I am actively looking.",Architect,8.0,3.0,2.0,Hybrid (in-person and remote),Completed,Licenciatura en Informática,,27,Male,Senior,53760.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",Developer,3.0,2.0,1.0,100% remoto,Incomplete,Analista de Sistemas,ORT,23,Male,Semi-Senior,28963.199999999997
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Infosec,22.0,3.0,1.0,100% remoto,Completed,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,49,Female,Senior,13843.199999999999
Argentina,Santa Fe,Full-Time,Contract,2,"No, but I am open to offers.",Developer,3.0,1.0,1.0,100% remoto,Completed,Analista de Sistemas,,26,Male,Semi-Senior,6665.635200000001
Argentina,Buenos Aires City,Full-Time,Contract,2,"No, but I am open to offers.",BI Analyst / Data Analyst,5.0,0.0,0.0,100% remoto,Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,34,Male,Semi-Senior,13586.227200000001
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,9.0,1.0,1.0,Hybrid (in-person and remote),,,,31,Male,Senior,25300.800000000003
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, but I am open to offers.",Technical Leader,0.0,1.0,0.0,Hybrid (in-person and remote),Completed,Tecnicatura Superior en Análisis de Sistemas,ORT,31,Male,Junior,13070.400000000001
Argentina,Córdoba,Part-Time,Staff (permanent),4,"No, but I am open to offers.",Developer,1.0,1.0,1.0,100% remoto,In progress,Licenciatura en Ciencias de la Computación,UNC - Universidad Nacional de Córdoba,34,Male,Junior,25200.0
Argentina,Buenos Aires City,Full-Time,Remote (foreign company),4,"No, but I am open to offers.",Developer,2.0,0.0,0.0,100% remoto,Completed,Analista de Sistemas,ORT,36,"Hombre, no rompan",Junior,48384.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"No, but I am open to offers.",Project Manager,30.0,2.0,2.0,Hybrid (in-person and remote),,,,56,Male,Senior,12096.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",Developer,1.0,20.0,1.0,100% presencial,In progress,Licenciatura en Informática,Universidad Siglo 21,42,Female,Junior,8400.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"Yes, I am actively looking.",Developer,3.0,3.0,3.0,100% remoto,Incomplete,Analista de Sistemas,ORT,33,Male,Semi-Senior,21336.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Technical Leader,8.0,3.0,2.0,Hybrid (in-person and remote),,,,29,Male,Senior,36960.0
Argentina,Santa Fe,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,1.0,0.0,0.0,Hybrid (in-person and remote),,,,27,Male,Junior,5678.4
Argentina,Buenos Aires City,Full-Time,Remote (foreign company),3,"No, I am very satisfied.",Recruiter / HR,2.0,2.0,0.0,100% remoto,Completed,Licenciatura en Psicología,UCA - Universidad Católica Argentina,28,Female,Junior,16178.400000000001
Argentina,Buenos Aires City,Full-Time,Contract,3,"No, but I am open to offers.",Project Manager,12.0,0.0,0.0,Hybrid (in-person and remote),Completed,Licenciatura en Sistemas de Computacion,UM - Universidad de Morón,48,Female,Senior,13440.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,1.0,0.0,0.0,Hybrid (in-person and remote),Completed,,,26,Male,Junior,4838.4
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Consultant,4.0,4.0,1.0,Hybrid (in-person and remote),Completed,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,33,Female,Semi-Senior,8551.2
Argentina,Jujuy,Full-Time,Staff (permanent),1,"Yes, I am actively looking.","administrador de sistemas, networking",7.0,6.0,2.0,Hybrid (in-person and remote),,,,35,varón,Senior,6384.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Technical Leader,11.0,4.0,1.0,Hybrid (in-person and remote),Completed,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,32,Male,Senior,26712.0
Argentina,Buenos Aires City,Part-Time,Staff (permanent),2,"No, but I am open to offers.",SysAdmin / DevOps / SRE,5.0,3.0,2.0,100% remoto,Completed,Ingeniería en Computación,UNLP - Universidad Nacional de La Plata,26,Male,Semi-Senior,6787.200000000001
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Consultant,5.0,5.0,5.0,100% remoto,In progress,Ingeniería en Informática,UCA - Universidad Católica Argentina,26,Male,Semi-Senior,10080.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",Networking,10.0,10.0,10.0,Hybrid (in-person and remote),,,,36,Prefiero no decir,Senior,10080.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,2.0,2.0,2.0,100% remoto,In progress,Ingeniería en Informática,UBA - Universidad de Buenos Aires,25,Female,Junior,7056.0
Argentina,Santa Fe,Part-Time,Remote (foreign company),3,"No, but I am open to offers.",Developer,0.0,0.0,0.0,100% remoto,Incomplete,Ingeniería en Informática,UNL - Universidad Nacional del Litoral,24,Male,Junior,3360.0
Argentina,Mendoza,Full-Time,Staff (permanent),1,"No, but I am open to offers.",MIS technician,1.0,1.0,1.0,100% presencial,Completed,Telecomunicaciones,UNCUYO - Universidad Nacional de Cuyo,22,Prefiero no decir,Junior,4939.200000000001
Argentina,Buenos Aires City,Full-Time,Remote (foreign company),4,"No, I am very satisfied.",Developer,3.0,1.0,1.0,100% remoto,Incomplete,Licenciatura en ciencias biologicas,UBA - Universidad de Buenos Aires,32,Female,Semi-Senior,36960.0
Argentina,Buenos Aires City,Full-Time,Remote (foreign company),4,"No, I am very satisfied.",Developer,2.0,1.0,2.0,Hybrid (in-person and remote),In progress,Ingeniería en Informática,UBA - Universidad de Buenos Aires,23,Male,Junior,11961.599999999999
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,4.0,1.0,1.0,100% remoto,Completed,Licenciatura en ciencia política,UBA - Universidad de Buenos Aires,38,Male,Semi-Senior,6921.599999999999
Argentina,Buenos Aires,Full-Time,Staff (permanent),4,"No, I am very satisfied.",QA / Tester,4.0,2.0,2.0,100% presencial,In progress,Analista Programador Universitario,UNLP - Universidad Nacional de La Plata,23,Male,Semi-Senior,8064.0
Argentina,Mendoza,Full-Time,Staff (permanent),4,"No, but I am open to offers.",BI Analyst / Data Analyst,2.0,1.0,1.0,100% remoto,,,,26,Male,Junior,11424.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",HelpDesk,9.0,1.5,9.0,100% presencial,In progress,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,34,Male,Senior,6654.4128
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Manager / Director,2.0,7.0,2.0,Hybrid (in-person and remote),Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,26,Male,Junior,12163.2
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",Developer,1.0,0.0,0.0,Hybrid (in-person and remote),In progress,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,28,Male,Junior,6048.0
Argentina,Córdoba,Full-Time,Remote (foreign company),4,"No, I am very satisfied.",QA / Tester,5.0,1.0,1.0,100% remoto,,,,29,Male,Semi-Senior,31920.0
Argentina,Santa Fe,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,0.0,0.0,0.0,100% remoto,Completed,Tecnicatura Superior en Programación,,37,Male,Junior,9912.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,1.0,1.0,1.0,Hybrid (in-person and remote),,,,35,Male,Junior,6048.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",HelpDesk,3.0,0.0,0.0,Hybrid (in-person and remote),,,,38,Male,Semi-Senior,6552.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,6.0,0.0,6.0,100% remoto,,,,32,Male,Senior,19320.0
Argentina,Santa Fe,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Manager / Director,30.0,18.0,3.0,Hybrid (in-person and remote),Completed,Analista de Sistemas,UAI - Universidad Abierta Interamericana,47,Male,Senior,6720.0
Argentina,Córdoba,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,1.0,1.0,1.0,100% remoto,In progress,Técnico Superior en Desarrollo de Software,ISSD - Instituto Superior Santo Domingo,37,Female,Junior,6578.716704
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,4.0,1.0,1.0,100% remoto,,,,23,Male,Semi-Senior,6148.799999999999
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,1.5,1.5,1.5,Hybrid (in-person and remote),,,,21,Male,Junior,6283.200000000001
Argentina,Córdoba,Full-Time,Staff (permanent),4,"No, I am very satisfied.",Developer,1.0,0.0,0.0,100% remoto,In progress,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,24,Male,Junior,12032.16
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Developer,17.0,0.0,0.0,Hybrid (in-person and remote),,,,37,Male,Senior,21168.0
Argentina,Jujuy,Full-Time,Remote (foreign company),4,"No, but I am open to offers.",Developer,10.0,1.0,1.0,100% remoto,Incomplete,Analista Programador Universitario,UNJu - Universidad Nacional de Jujuy,34,Male,Senior,30240.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",Business Analyst,0.0,0.0,0.0,Hybrid (in-person and remote),Completed,Especialista en educación y TIC. Profesora en Bibliotecología y Documentación,,40,Female,Junior,6585.599999999999
Argentina,Córdoba,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,1.0,0.0,0.0,100% remoto,Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,26,Male,Junior,11928.0
Argentina,San Luis,Full-Time,Staff (permanent),4,"No, I am very satisfied.",Developer,0.0,0.0,0.0,100% remoto,,,,27,Male,Junior,10080.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",Developer,5.0,11.0,5.0,100% presencial,Incomplete,Licenciatura en Sistemas de Información,UNLP - Universidad Nacional de La Plata,34,Male,Semi-Senior,10920.0
Argentina,Mendoza,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Analista de telecomunicaciones y seguridad,12.0,0.0,0.0,Hybrid (in-person and remote),,,,38,Male,Senior,8416.8
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,0.0,0.0,0.0,100% remoto,Completed,tecnico operador de sonido y grabacion,,39,Male,Junior,6197.9232
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,3.0,1.0,1.0,100% remoto,Completed,,,34,Female,Semi-Senior,28224.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",SysAdmin / DevOps / SRE,5.0,0.0,0.0,100% remoto,In progress,Tecnicatura en Informática,UNL - Universidad Nacional del Litoral,27,Male,Semi-Senior,17619.84
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,16.0,2.0,2.0,100% remoto,,,,38,Male,Senior,33510.4896
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Manager / Director,11.0,11.0,3.0,Hybrid (in-person and remote),Completed,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,32,Male,Senior,31920.0
Argentina,Salta,Full-Time,Staff (permanent),2,"No, but I am open to offers.",SysAdmin / DevOps / SRE,20.0,0.0,0.0,100% remoto,Incomplete,Analista de Sistemas,,41,Male,Senior,9072.0
Argentina,Jujuy,Full-Time,Contract,4,"No, but I am open to offers.",SysAdmin / DevOps / SRE,5.0,1.0,4.0,100% remoto,Completed,Analista Programador,UNJu - Universidad Nacional de Jujuy,34,Prefiero no decir,Semi-Senior,10819.2
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",SysAdmin / DevOps / SRE,3.0,0.0,0.0,Hybrid (in-person and remote),,,,26,Male,Semi-Senior,27323.183999999997
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",UX Designer,1.0,1.0,1.0,Hybrid (in-person and remote),Completed,Diseño Gráfico,UBA - Universidad de Buenos Aires,29,Female,Junior,9208.416
Argentina,Buenos Aires City,Full-Time,Freelance,3,"No, but I am open to offers.",SysAdmin / DevOps / SRE,15.0,2.0,2.0,100% remoto,,,,51,Male,Senior,17640.0
Argentina,La Pampa,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,15.0,0.0,0.0,100% remoto,,,,38,Male,Senior,13070.400000000001
Argentina,Buenos Aires City,Full-Time,Participación societaria en una cooperativa,4,"No, but I am open to offers.",Developer,20.0,2.0,2.0,Hybrid (in-person and remote),,,,40,Male,Senior,11088.0
Argentina,Santa Fe,Full-Time,Remote (foreign company),3,"No, but I am open to offers.",Developer,13.0,0.0,0.0,100% remoto,Completed,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,36,Male,Senior,53760.0
Argentina,Tierra del Fuego,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Project Manager,5.0,9.0,2.0,100% presencial,Completed,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,40,Female,Semi-Senior,24729.600000000002
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Product Manager,11.0,1.0,4.0,100% remoto,Incomplete,Analista Programador Universitario,UNSAM - Universidad de San Martín,37,Female,Senior,24091.199999999997
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Technical Leader,14.0,12.0,5.0,100% remoto,,,,44,Male,Senior,13036.800000000001
Argentina,Buenos Aires,Full-Time,Staff (permanent),4,"No, but I am open to offers.",Developer,1.5,0.0,0.0,100% remoto,,,,25,Female,Junior,9508.8
Argentina,Córdoba,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Architect,14.0,9.0,0.0,Hybrid (in-person and remote),Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,42,Male,Senior,21113.0976
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",Data Engineer,0.0,0.0,0.0,100% remoto,Completed,Ingeniería de Sonido DELETEME Universidad Nacional de Tres de Febrero,,35,Male,Junior,5045.8128
Argentina,Buenos Aires,Part-Time,Staff (permanent),2,"No, but I am open to offers.",HelpDesk,0.0,0.0,0.0,100% presencial,Completed,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,21,Male,Junior,4132.799999999999
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"Yes, I am actively looking.",Technical Leader,19.0,4.0,3.0,Hybrid (in-person and remote),,,,40,Male,Senior,21840.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,3.0,2.0,2.0,Hybrid (in-person and remote),In progress,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,28,Male,Semi-Senior,13440.0
Argentina,Mendoza,Full-Time,Freelance,2,"No, but I am open to offers.",Recruiter / HR,10.0,0.0,0.0,100% remoto,,,,38,Female,Senior,6048.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Gestión de aplicaciones,14.0,10.0,4.0,Hybrid (in-person and remote),,,,33,Male,Senior,11760.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Cloud Administrator,10.0,10.0,3.0,100% remoto,,,,32,Male,Senior,13070.400000000001
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Technical Leader,3.5,3.5,1.0,100% remoto,In progress,Licenciatura en Informática,UNQ - Universidad Nacional de Quilmes,23,Male,Semi-Senior,12985.392
Argentina,Buenos Aires City,Full-Time,Contract,2,"Yes, I am actively looking.",Developer,6.0,2.0,5.0,100% remoto,,,,35,Male,Senior,11222.400000000001
Argentina,Buenos Aires,Full-Time,Remote (foreign company),3,"Yes, I am actively looking.",QA / Tester,6.0,0.0,0.0,100% remoto,,,,33,Male,Senior,8064.0
