country,location_name,dedication,contract_type,satisfaction_with_income,looking_for_job,job_title,years_of_experience,seniority_in_company,time_in_position,work_modality,state,career,university,age,gender_identity,seniority,annual_base_pay
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Developer,3.0,1.0,3.0,Hybrid (in-person and remote),,,,32,Female,Semi-Senior,13104.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Data Engineer,5.0,5.0,1.0,100% remoto,,,,29,Male,Semi-Senior,12096.0
Argentina,Corrientes,Full-Time,Staff (permanent),3,"No, but I am open to offers.",DBA,15.0,15.0,9.0,100% presencial,Incomplete,Licenciatura en Sistemas de Información,UNNNE - Universidad Nacional del Nordeste,40,Male,Senior,14280.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,17.0,12.0,12.0,Hybrid (in-person and remote),,,,36,Male,Senior,16800.0
Argentina,Buenos Aires,Full-Time,Remote (foreign company),3,"No, but I am open to offers.",Developer,3.0,0.0,0.0,100% remoto,Completed,,,20,Male,Semi-Senior,31348.800000000003
Argentina,Corrientes,Full-Time,Staff (permanent),4,"No, but I am open to offers.",SysAdmin / DevOps / SRE,20.0,0.0,0.0,Hybrid (in-person and remote),Incomplete,Licenciatura en Sistemas de Información,UNNNE - Universidad Nacional del Nordeste,43,Male,Senior,9307.2
Argentina,Córdoba,Full-Time,Remote (foreign company),3,"No, I am very satisfied.",Developer,15.0,3.0,3.0,Hybrid (in-person and remote),Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,51,Male,Senior,10080.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"No, but I am open to offers.",Middleware,3.0,3.0,3.0,100% remoto,Incomplete,Ingeniería en Sistemas de Información,,999,Soy un hombre,Semi-Senior,11289.599999999999
Argentina,Buenos Aires City,Full-Time,Remote (foreign company),3,"No, I am very satisfied.",Developer,6.0,1.0,1.5,100% remoto,,,,30,Male,Senior,26880.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"No, but I am open to offers.",cloud engineer,5.0,0.0,0.0,Hybrid (in-person and remote),,,,45,Male,Semi-Senior,7492.799999999999
Argentina,Córdoba,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",HelpDesk,0.0,0.0,0.0,100% presencial,,,,29,Prefiero no decir,Junior,3024.0
Argentina,Santa Fe,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,3.0,0.0,0.0,100% remoto,,,,26,Female,Semi-Senior,11424.0
Argentina,Santa Fe,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Developer,0.0,0.0,0.0,100% remoto,,,,27,Queer,Junior,10785.599999999999
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Project Manager,10.0,0.0,0.0,100% remoto,,,,35,Female,Senior,12600.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),4,"No, I am very satisfied.",Developer,1.0,1.0,1.0,Hybrid (in-person and remote),Incomplete,Licenciatura en Informática,,22,Male,Junior,7896.0
Argentina,Córdoba,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Data Scientist,2.0,1.5,1.5,100% remoto,Completed,Profesorado en Matemáticas,UNC - Universidad Nacional de Córdoba,31,Female,Junior,27703.199999999997
Argentina,Jujuy,Full-Time,Staff (permanent),3,"Yes, I am actively looking.",Developer,8.0,0.0,3.0,100% remoto,,,,37,Male,Senior,14985.599999999999
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"Yes, I am actively looking.",BI Analyst / Data Analyst,3.0,3.0,3.0,Hybrid (in-person and remote),,,,27,Male,Semi-Senior,12096.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",SysAdmin / DevOps / SRE,17.0,2.0,2.0,100% remoto,,,,40,Hombre,Senior,12735.576000000001
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, I am very satisfied.",Product Manager,3.0,2.0,1.0,100% remoto,,,,35,Bigénero,Semi-Senior,16800.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",SysAdmin / DevOps / SRE,15.0,1.0,10.0,100% remoto,,,,40,Male,Senior,18480.0
Argentina,Santa Fe,Full-Time,Contract,3,"No, but I am open to offers.",Technical Leader,12.0,0.0,0.0,100% remoto,,,,39,Male,Senior,25200.0
Argentina,Buenos Aires City,Part-Time,Remote (foreign company),3,"No, but I am open to offers.",Technical Leader,14.0,8.0,8.0,100% remoto,,,,37,Male,Senior,32256.0
Argentina,Buenos Aires City,Full-Time,Remote (foreign company),3,"No, but I am open to offers.",Technical Writer,6.0,0.0,0.0,100% remoto,,,,40,Female,Senior,17136.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,6.0,0.0,0.0,Hybrid (in-person and remote),Incomplete,Licenciatura en Sistemas de Información,UNLA - Universidad Nacional de Lanús,27,Male,Senior,13540.800000000001
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,3.0,1.0,1.0,100% remoto,In progress,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,26,Male,Semi-Senior,16464.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",DBA,15.0,15.0,15.0,Hybrid (in-person and remote),Completed,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,42,Male,Senior,11592.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",Developer,1.0,1.0,1.0,100% remoto,Completed,Analista Programador Universitario,UNLP - Universidad Nacional de La Plata,34,Male,Junior,6720.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"No, but I am open to offers.",BI Analyst / Data Analyst,1.5,0.0,0.0,Hybrid (in-person and remote),,,,23,Female,Junior,10080.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,2.0,1.0,2.0,100% remoto,Completed,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,26,Male,Junior,8232.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",SysAdmin / DevOps / SRE,3.0,0.0,0.0,100% remoto,,,,42,Male,Semi-Senior,18480.0
Argentina,Mendoza,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,12.0,0.0,0.0,100% remoto,Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,39,Male,Senior,30240.0
Argentina,Mendoza,Full-Time,Contract,2,"No, but I am open to offers.",Developer,1.0,1.0,1.0,100% remoto,,,,28,Male,Junior,7627.200000000001
Argentina,Tucumán,Part-Time,Contract,3,"No, but I am open to offers.",Developer,2.0,1.0,1.0,100% remoto,Incomplete,Analista Programador Universitario,,25,Fluido,Junior,5443.200000000001
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, but I am open to offers.",BI Analyst / Data Analyst,22.0,3.0,3.0,100% remoto,Incomplete,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,43,Male,Senior,19588.800000000003
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Developer,0.0,0.0,0.0,100% remoto,Completed,Tecnicatura Superior en Programación,,31,Female,Junior,7728.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,2.0,1.0,1.0,100% remoto,In progress,Ingeniería en Informática,ORT,32,Male,Junior,10752.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",Finance,14.0,14.0,12.0,Hybrid (in-person and remote),,,,43,Soy VARÓN... no se entienden algunas opciones (?),Senior,5594.4
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,0.0,0.0,0.0,100% remoto,In progress,Licenciatura en Análisis de Sistemas,UBA - Universidad de Buenos Aires,23,Male,Junior,3024.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Product Manager,4.0,1.0,1.0,Hybrid (in-person and remote),,,,54,Male,Semi-Senior,19790.4
Argentina,Buenos Aires,Full-Time,Contract,2,"No, but I am open to offers.",Analista de acceso,0.0,0.0,0.0,100% remoto,,,,28,Female,Junior,3360.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, but I am open to offers.",Developer,2.0,0.0,0.0,100% remoto,In progress,Ingeniería en Informática,UBA - Universidad de Buenos Aires,23,Male,Junior,11424.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Infosec,34.0,4.0,0.0,Hybrid (in-person and remote),Incomplete,Analista Universitario de Sistemas,UTN - Universidad Tecnológica Nacional,59,Male,Senior,15120.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,1.5,1.5,1.5,Hybrid (in-person and remote),In progress,Licenciatura en Psicología,UBA - Universidad de Buenos Aires,29,Male,Junior,6186.0960000000005
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Data Engineer,3.0,0.0,0.0,100% remoto,,,,37,Male,Semi-Senior,18480.0
Argentina,Santa Fe,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,5.0,2.0,2.0,100% remoto,Completed,Licenciatura en Análisis de Sistemas,UADER - Universidad Autónoma de Entre Ríos,28,Male,Semi-Senior,13968.460799999999
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, I am very satisfied.",Developer,3.0,0.0,0.0,100% remoto,,,,27,Male,Semi-Senior,16128.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Manager / Director,2.0,2.0,2.0,Hybrid (in-person and remote),,,,36,Male,Junior,23520.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Recruiter / HR,15.0,0.0,0.0,100% remoto,,,,45,Female,Senior,22512.0
Argentina,Córdoba,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,3.0,1.5,1.5,100% remoto,,,,26,Male,Semi-Senior,13776.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",Developer,18.0,15.0,1.0,Hybrid (in-person and remote),Incomplete,Licenciatura en Informática,UNLP - Universidad Nacional de La Plata,43,Male,Senior,17136.0
Argentina,Córdoba,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",Developer,1.0,1.0,1.0,100% presencial,In progress,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,26,Female,Junior,2318.3999999999996
Argentina,Santa Fe,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Jefe de Infraestructura,10.0,12.0,2.0,Hybrid (in-person and remote),,,,41,Male,Senior,15590.400000000001
Argentina,Santa Fe,Full-Time,Staff (permanent),2,"No, but I am open to offers.",QA / Tester,16.0,5.0,2.0,100% remoto,,,,40,Male,Senior,20454.8736
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,1.5,1.5,1.5,100% remoto,In progress,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,26,Male,Junior,7545.216
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,1.0,1.0,1.0,100% remoto,,,,23,Male,Junior,6132.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",Developer,7.0,3.0,3.0,100% remoto,In progress,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,25,Female,Senior,10080.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",SysAdmin / DevOps / SRE,3.0,2.0,0.0,100% remoto,,,,33,Male,Semi-Senior,12633.599999999999
Argentina,Santa Fe,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Developer,2.0,1.0,1.0,100% presencial,,,,26,Male,Junior,10248.0
Argentina,Buenos Aires,Full-Time,Contract,3,"No, but I am open to offers.",Developer,2.0,1.0,1.0,100% remoto,Completed,Licenciatura en Análisis de Sistemas,UBA - Universidad de Buenos Aires,28,Male,Junior,13608.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,1.0,1.0,1.0,100% remoto,Completed,Analista Programador,UNLP - Universidad Nacional de La Plata,27,Male,Junior,6081.6
Argentina,Mendoza,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,1.0,1.0,1.0,Hybrid (in-person and remote),Completed,Ingeniería en mecatrónica,UNCUYO - Universidad Nacional de Cuyo,29,Bigénero,Junior,12432.0
Argentina,Córdoba,Full-Time,Staff (permanent),3,"Yes, I am actively looking.",Developer,5.0,1.0,1.0,100% remoto,Completed,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,47,Male,Semi-Senior,18984.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"No, but I am open to offers.",Data Engineer,0.0,0.0,0.0,100% remoto,,,,29,Female,Junior,3830.3999999999996
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Data Engineer,0.0,0.0,0.0,100% remoto,Completed,Profesorado ciencias sociales,UBA - Universidad de Buenos Aires,37,Female,Junior,3729.6000000000004
Argentina,Misiones,Full-Time,Remote (foreign company),4,"No, I am very satisfied.",Developer,2.0,0.0,2.0,100% remoto,,,,26,Male,Junior,10752.0
Argentina,Córdoba,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Dev Technical Leader,4.0,4.0,2.0,100% remoto,Completed,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,29,Masculino,Semi-Senior,6350.400000000001
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Finance,7.0,4.0,1.0,Hybrid (in-person and remote),In progress,Licenciatura en Administración de Empresas,UBA - Universidad de Buenos Aires,31,Male,Senior,12868.800000000001
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"Yes, I am actively looking.",Developer,3.0,1.0,3.0,100% remoto,Completed,Analista de Sistemas,UAI - Universidad Abierta Interamericana,22,Male,Semi-Senior,8198.400000000001
Argentina,Buenos Aires,Full-Time,Remote (foreign company),4,"No, I am very satisfied.",Architect,11.0,1.0,10.0,100% remoto,,,,31,Male,Senior,43680.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Technical Leader,15.0,3.0,7.0,Hybrid (in-person and remote),Completed,Licenciatura en Sistemas de Información,UCAECE - Centro de Altos Estudios en Ciencias Exactas,37,Male,Senior,25200.0
Argentina,Buenos Aires City,Full-Time,Contract,2,"No, but I am open to offers.",Developer,0.0,0.0,0.0,Hybrid (in-person and remote),,,,20,Male,Junior,5712.0
Argentina,Buenos Aires City,Part-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,0.0,0.0,0.0,Hybrid (in-person and remote),In progress,Ingeniería Civil,UTN - Universidad Tecnológica Nacional,21,Male,Junior,2587.2
Argentina,Buenos Aires City,Full-Time,Remote (foreign company),4,"No, but I am open to offers.",Recruiter / HR,5.0,1.5,1.0,100% remoto,Completed,,UBA - Universidad de Buenos Aires,37,Female,Semi-Senior,11760.0
Argentina,Salta,Full-Time,Contract,2,"No, but I am open to offers.",Gerente de Tecnología,4.0,15.0,4.0,Hybrid (in-person and remote),Completed,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,50,Male,Semi-Senior,20328.0
Argentina,Salta,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",SysAdmin / DevOps / SRE,20.0,11.0,11.0,100% presencial,,,,43,Female,Senior,9468.48
Argentina,Santa Fe,Full-Time,Freelance,2,"No, but I am open to offers.",Developer,17.0,1.0,1.0,100% remoto,Completed,Licenciatura en Informática,,42,Male,Senior,11200.896
Argentina,Salta,Full-Time,Contract,4,"No, but I am open to offers.",DBA,10.0,0.0,0.0,100% remoto,Completed,Ingeniería en Informática,,35,Varón Trans,Senior,14112.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",Data Scientist,5.0,2.0,3.0,Hybrid (in-person and remote),Completed,Ingeniería Industrial,UNL - Universidad Nacional del Litoral,30,Male,Semi-Senior,14448.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),4,"No, I am very satisfied.",People Analytics,6.0,1.0,1.0,Hybrid (in-person and remote),Completed,Licenciado en Relaciones del Trabajo,UBA - Universidad de Buenos Aires,43,Male,Senior,12264.0
Argentina,Córdoba,Full-Time,Staff (permanent),1,"No, but I am open to offers.",HelpDesk,7.0,7.0,1.0,100% remoto,Completed,Tecnicatura Electrónica,UNLaM - Universidad Nacional de La Matanza,31,Male,Senior,5712.0
Argentina,Buenos Aires,Full-Time,Contract,2,"Yes, I am actively looking.",BI Analyst / Data Analyst,5.0,1.0,3.0,100% remoto,,,,35,Female,Semi-Senior,8415.792000000001
Argentina,Salta,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,10.0,5.0,5.0,100% remoto,,,,35,Prefiero no decir,Senior,26080.588799999998
Argentina,Misiones,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Developer,3.0,2.0,2.0,100% remoto,,,,30,Male,Semi-Senior,8064.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Developer,11.0,5.0,1.0,100% remoto,Completed,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,34,Male,Senior,19420.800000000003
Argentina,Santa Fe,Full-Time,Contract,3,"No, but I am open to offers.",Developer,4.0,2.0,2.0,100% remoto,Incomplete,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,26,Male,Semi-Senior,43008.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",SysAdmin / DevOps / SRE,20.0,25.0,10.0,100% presencial,Completed,Analista de Sistemas,UK - Universidad Kennedy,50,Male,Senior,11088.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, I am very satisfied.",Manager / Director,20.0,1.0,1.0,Hybrid (in-person and remote),,,,51,Male,Senior,47040.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Networking,18.0,1.0,1.0,100% remoto,Completed,Ingeniería en Software,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,42,Male,Senior,13843.199999999999
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",BI Analyst / Data Analyst,7.0,4.0,2.0,Hybrid (in-person and remote),,,,34,Male,Senior,24024.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",HelpDesk,5.0,0.0,0.0,Hybrid (in-person and remote),Completed,Tecnicatura en Computación,UNS - Universidad Nacional del Sur,29,Male,Semi-Senior,6585.599999999999
Argentina,Río Negro,Full-Time,Remote (foreign company),4,"No, I am very satisfied.",Developer,15.0,1.0,1.0,100% remoto,Completed,Ingeniería en Informática,,37,Male,Senior,43747.2
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, I am very satisfied.",Data Scientist,4.0,2.0,2.0,Hybrid (in-person and remote),In progress,Matemática,UCAECE - Centro de Altos Estudios en Ciencias Exactas,27,Male,Semi-Senior,14112.0
Argentina,Buenos Aires City,Full-Time,Contract,3,"No, but I am open to offers.",Developer,4.0,0.0,0.0,100% remoto,,,,32,Female,Semi-Senior,7392.0
Argentina,Córdoba,Full-Time,Contract,2,"No, but I am open to offers.",Consultant,15.0,6.0,6.0,Hybrid (in-person and remote),,,,48,Male,Senior,12768.0
Argentina,San Luis,Full-Time,Staff (permanent),3,"No, I am very satisfied.",Data Scientist,7.0,0.0,0.0,100% remoto,Completed,Ingeniería en Software,,31,Female,Senior,13574.400000000001
Argentina,Córdoba,Full-Time,Remote (foreign company),3,"No, but I am open to offers.",Developer,20.0,0.0,0.0,100% remoto,Completed,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,43,Male,Senior,40320.0
Argentina,Buenos Aires,Part-Time,Staff (permanent),2,"No, but I am open to offers.",Soporte IT,1.0,1.0,1.0,100% remoto,,,,24,Male,Junior,3024.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,2.0,0.0,2.0,100% remoto,In progress,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,26,Male,Junior,7459.200000000001
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, I am very satisfied.",SysAdmin / DevOps / SRE,12.0,9.0,5.0,Hybrid (in-person and remote),Completed,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,34,Male,Senior,16968.0
Argentina,Buenos Aires City,Full-Time,Remote (foreign company),3,"No, but I am open to offers.",Recruiter / HR,2.0,2.0,0.0,100% remoto,Completed,Licenciatura en Psicología,UCA - Universidad Católica Argentina,28,Female,Junior,15976.800000000001
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Project Manager,19.0,11.0,4.0,100% remoto,Completed,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,45,Female,Senior,28224.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"Yes, I am actively looking.",DBA,7.0,0.0,0.0,100% remoto,In progress,Licenciatura en Sistemas de Información,UADE - Universidad Argentina De la Empresa,31,Male,Senior,15120.0
Argentina,Mendoza,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",BI Analyst / Data Analyst,0.0,0.0,0.0,100% remoto,,,,23,Male,Junior,4804.799999999999
Argentina,Córdoba,Full-Time,Staff (permanent),1,"No, but I am open to offers.",Infosec,2.0,2.0,2.0,Hybrid (in-person and remote),,,,28,Male,Junior,6451.200000000001
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,2.0,0.0,2.0,100% remoto,In progress,Tecnicatura Superior en Sistemas Informáticos,UTN - Universidad Tecnológica Nacional,38,Male,Junior,12768.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Product Manager,7.0,5.0,2.0,Hybrid (in-person and remote),In progress,Actuario,UBA - Universidad de Buenos Aires,40,Female,Senior,13776.0
Argentina,Córdoba,Full-Time,Staff (permanent),3,"No, but I am open to offers.",SysAdmin / DevOps / SRE,20.0,1.0,10.0,Hybrid (in-person and remote),,,,42,Male,Senior,15120.0
Argentina,Tucumán,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,11.0,4.0,4.0,Hybrid (in-person and remote),,,,37,Male,Senior,18816.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, but I am open to offers.",Manager / Director,29.0,16.0,16.0,Hybrid (in-person and remote),,,,52,Male,Senior,10584.0
Argentina,Santa Fe,Full-Time,Staff (permanent),3,"No, but I am open to offers.",SysAdmin / DevOps / SRE,1.0,1.0,1.0,Hybrid (in-person and remote),,,,39,Male,Junior,12432.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"Yes, I am actively looking.",Developer,3.0,0.0,0.0,100% remoto,Incomplete,Analista Programador,UTN - Universidad Tecnológica Nacional,34,Male,Semi-Senior,13944.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, I am very satisfied.",Developer,9.0,0.0,0.0,100% remoto,,,,36,Male,Senior,14448.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Technical Leader,20.0,16.0,16.0,100% presencial,Completed,Tecnicatura en Informática,UTN - Universidad Tecnológica Nacional,39,Prefiero no decir,Senior,4704.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, but I am open to offers.",Developer,1.0,1.0,1.0,Hybrid (in-person and remote),In progress,Licenciatura en Sistemas de Información,UP - Universidad de Palermo,20,Male,Junior,8635.2
Argentina,Buenos Aires,Full-Time,Remote (foreign company),4,"No, I am very satisfied.",Developer,2.0,1.0,1.0,100% remoto,,,,27,normal,Junior,20832.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",SysAdmin / DevOps / SRE,1.5,1.5,0.0,100% remoto,,,,37,Male,Junior,11827.2
Argentina,Tucumán,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,4.0,1.0,1.0,100% remoto,,,,34,Male,Semi-Senior,15120.0
Argentina,Buenos Aires City,Full-Time,Contract,2,"No, but I am open to offers.",RPA- AUTOMATIZACION,2.0,4.0,4.0,100% remoto,,,,31,Female,Junior,6182.400000000001
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, I am very satisfied.",Developer,1.0,0.0,0.0,100% remoto,Incomplete,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,27,Male,Junior,10752.0
Argentina,Buenos Aires City,Part-Time,Staff (permanent),4,"No, but I am open to offers.",Developer,2.0,0.0,0.0,Hybrid (in-person and remote),In progress,Licenciatura en Ciencias Biológicas,UBA - Universidad de Buenos Aires,21,Male,Junior,8736.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",HelpDesk,33.0,0.0,0.0,Hybrid (in-person and remote),Completed,Analista de Sistemas,,57,Male,Senior,9072.0
Argentina,Buenos Aires City,Part-Time,Staff (permanent),3,"No, but I am open to offers.",Recruiter / HR,5.0,3.0,3.0,100% remoto,,,,33,Female,Semi-Senior,6048.0
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Technical Leader,16.0,2.0,2.0,100% remoto,Incomplete,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,41,Male,Senior,22041.6
Argentina,Buenos Aires City,Full-Time,Staff (permanent),3,"No, but I am open to offers.",UX Designer,2.0,0.0,2.0,100% remoto,Completed,Diseño Gráfico,,23,Female,Junior,5386.08
Argentina,Buenos Aires City,Full-Time,Staff (permanent),4,"No, but I am open to offers.",Developer,5.0,2.0,2.0,100% remoto,,,,31,Male,Semi-Senior,16128.0
Argentina,Buenos Aires City,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Manager / Director,7.0,5.0,1.0,Hybrid (in-person and remote),,,,27,Male,Senior,58329.600000000006
Argentina,Buenos Aires,Full-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,6.0,2.0,2.0,100% remoto,,,,30,Female,Senior,6720.0
Argentina,Córdoba,Full-Time,Staff (permanent),1,"Yes, I am actively looking.",SysAdmin / DevOps / SRE,3.0,2.0,3.0,100% remoto,Completed,Analista de Computación,UNC - Universidad Nacional de Córdoba,25,Male,Semi-Senior,9408.0
Argentina,Buenos Aires,Full-Time,Contract,1,"No, but I am open to offers.",QC,0.0,0.0,0.0,100% remoto,,,,22,Male,Junior,2553.6000000000004
Argentina,Buenos Aires,Full-Time,Staff (permanent),3,"No, but I am open to offers.",Developer,2.0,1.0,1.0,100% remoto,Incomplete,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,24,Male,Junior,7942.412352
Argentina,Santa Fe,Full-Time,Staff (permanent),3,"Yes, I am actively looking.",SysAdmin / DevOps / SRE,10.0,6.0,4.0,100% presencial,,,,39,Male,Senior,8568.0
Argentina,Buenos Aires City,Full-Time,Contract,2,"No, but I am open to offers.",Data Engineer,0.0,0.0,0.0,Hybrid (in-person and remote),,,,35,Male,Junior,9072.0
Argentina,Misiones,Full-Time,Remote (foreign company),4,"No, but I am open to offers.",SysAdmin / DevOps / SRE,0.0,0.0,0.0,100% remoto,Incomplete,Ingenieria Biomedica,UNC - Universidad Nacional de Córdoba,20,Male,Junior,13628.16
Argentina,Buenos Aires City,Part-Time,Staff (permanent),2,"No, but I am open to offers.",Developer,1.5,1.5,0.0,100% remoto,In progress,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,24,Male,Junior,7560.0
